Flight Number,Departure Airport,Arrival Airport,Departure Time,Arrival Time,Delay Minutes,Weather Condition,Delay Reason,Airline
DE976,SIN,LAX,2025-01-03 12:00:00,2025-01-03 14:00:00,117,Storm,Weather,Delta
EM148,ORD,AMS,2025-01-19 09:00:00,2025-01-19 13:00:00,18,Clear,Weather,Emirates
DE711,DFW,AMS,2025-03-11 03:00:00,2025-03-11 11:00:00,162,Heavy Rain,Technical Issue,Delta
EM507,AMS,SIN,2025-02-23 13:00:00,2025-02-23 23:00:00,151,Snow,Technical Issue,Emirates
AI717,SIN,AMS,2025-01-07 02:00:00,2025-01-07 10:00:00,119,Heavy Rain,Crew Issues,Air France
AM540,DXB,AMS,2025-02-13 08:00:00,2025-02-13 13:00:00,19,Clear,Air Traffic,American Airlines
AM247,DFW,ATL,2025-02-19 00:00:00,2025-02-19 08:00:00,14,Clear,Weather,American Airlines
UN120,CDG,LHR,2025-01-21 09:00:00,2025-01-21 20:00:00,13,Clear,Air Traffic,United
DE952,LAX,AMS,2025-01-03 22:00:00,2025-01-04 09:00:00,16,Clear,Technical Issue,Delta
AI388,DXB,SIN,2025-02-02 17:00:00,2025-02-02 23:00:00,9,Clear,Weather,Air France
DE709,JFK,DXB,2025-03-02 01:00:00,2025-03-02 12:00:00,166,Storm,Air Traffic,Delta
UN941,AMS,LHR,2025-03-06 09:00:00,2025-03-06 15:00:00,21,Clear,Security,United
UN710,LAX,ATL,2025-02-08 21:00:00,2025-02-09 06:00:00,37,Snow,Security,United
AI754,ORD,JFK,2025-03-05 06:00:00,2025-03-05 12:00:00,3,Clear,Air Traffic,Air France
DE779,CDG,DXB,2025-03-26 14:00:00,2025-03-26 21:00:00,13,Clear,Weather,Delta
DE653,SIN,JFK,2025-03-04 01:00:00,2025-03-04 11:00:00,2,Clear,Crew Issues,Delta
AM808,ATL,ORD,2025-01-06 06:00:00,2025-01-06 11:00:00,26,Clear,Weather,American Airlines
EM696,ORD,DXB,2025-01-12 09:00:00,2025-01-12 18:00:00,27,Clear,Air Traffic,Emirates
LU485,CDG,LHR,2025-01-09 14:00:00,2025-01-09 23:00:00,59,Storm,Air Traffic,Lufthansa
EM991,LHR,ORD,2025-01-03 17:00:00,2025-01-04 02:00:00,128,Storm,Weather,Emirates
AI986,DFW,ATL,2025-03-11 13:00:00,2025-03-11 20:00:00,136,Heavy Rain,Security,Air France
AM346,JFK,CDG,2025-01-21 12:00:00,2025-01-21 15:00:00,5,Clear,Crew Issues,American Airlines
AI744,DFW,SIN,2025-01-03 00:00:00,2025-01-03 05:00:00,161,Fog,Weather,Air France
LU975,ORD,SIN,2025-02-19 05:00:00,2025-02-19 09:00:00,120,Snow,Technical Issue,Lufthansa
EM255,DXB,DFW,2025-03-29 01:00:00,2025-03-29 08:00:00,29,Snow,Weather,Emirates
UN174,CDG,JFK,2025-03-26 02:00:00,2025-03-26 07:00:00,50,Heavy Rain,Technical Issue,United
AM388,DXB,LHR,2025-02-17 21:00:00,2025-02-17 23:00:00,138,Snow,Security,American Airlines
DE759,ATL,LAX,2025-03-07 02:00:00,2025-03-07 11:00:00,14,Clear,Weather,Delta
EM326,JFK,DXB,2025-03-28 02:00:00,2025-03-28 07:00:00,46,Heavy Rain,Weather,Emirates
AM863,DXB,DFW,2025-02-22 13:00:00,2025-02-22 18:00:00,144,Heavy Rain,Air Traffic,American Airlines
EM939,LAX,ATL,2025-01-06 22:00:00,2025-01-07 01:00:00,5,Clear,Weather,Emirates
UN713,ORD,ATL,2025-01-30 13:00:00,2025-01-30 18:00:00,7,Clear,Air Traffic,United
LU272,LHR,AMS,2025-02-17 18:00:00,2025-02-17 22:00:00,18,Snow,Security,Lufthansa
LU564,LHR,SIN,2025-01-19 14:00:00,2025-01-19 19:00:00,5,Clear,Weather,Lufthansa
DE807,DXB,JFK,2025-02-21 13:00:00,2025-02-21 19:00:00,26,Clear,Air Traffic,Delta
EM161,ATL,DXB,2025-01-02 08:00:00,2025-01-02 15:00:00,126,Heavy Rain,Air Traffic,Emirates
LU968,JFK,ATL,2025-01-11 13:00:00,2025-01-11 16:00:00,148,Storm,Weather,Lufthansa
LU537,ORD,JFK,2025-03-14 08:00:00,2025-03-14 13:00:00,64,Heavy Rain,Weather,Lufthansa
DE768,DXB,ORD,2025-01-26 19:00:00,2025-01-27 02:00:00,50,Storm,Technical Issue,Delta
LU293,ORD,DFW,2025-02-24 06:00:00,2025-02-24 11:00:00,12,Clear,Crew Issues,Lufthansa
DE821,CDG,LAX,2025-02-24 08:00:00,2025-02-24 10:00:00,5,Clear,Weather,Delta
DE192,JFK,LHR,2025-03-31 07:00:00,2025-03-31 11:00:00,0,Clear,No Delay,Delta
EM800,JFK,ATL,2025-02-09 13:00:00,2025-02-09 17:00:00,19,Clear,Weather,Emirates
EM856,AMS,JFK,2025-02-15 16:00:00,2025-02-16 01:00:00,27,Clear,Weather,Emirates
AM670,JFK,LHR,2025-01-09 23:00:00,2025-01-10 05:00:00,16,Clear,Weather,American Airlines
LU118,LHR,CDG,2025-02-10 06:00:00,2025-02-10 10:00:00,13,Clear,Weather,Lufthansa
EM619,CDG,DXB,2025-03-02 20:00:00,2025-03-02 22:00:00,102,Snow,Crew Issues,Emirates
UN423,DXB,LHR,2025-01-30 12:00:00,2025-01-30 20:00:00,19,Clear,Air Traffic,United
DE431,JFK,DFW,2025-03-23 04:00:00,2025-03-23 08:00:00,167,Storm,Air Traffic,Delta
UN918,SIN,ORD,2025-01-15 08:00:00,2025-01-15 16:00:00,28,Clear,Air Traffic,United
AI766,SIN,LAX,2025-02-20 21:00:00,2025-02-21 07:00:00,27,Storm,Weather,Air France
AM334,DFW,LAX,2025-02-07 02:00:00,2025-02-07 11:00:00,168,Snow,Technical Issue,American Airlines
DE378,JFK,CDG,2025-02-14 14:00:00,2025-02-15 01:00:00,61,Heavy Rain,Technical Issue,Delta
DE733,CDG,SIN,2025-02-07 20:00:00,2025-02-08 03:00:00,163,Heavy Rain,Air Traffic,Delta
UN924,LAX,ATL,2025-03-08 11:00:00,2025-03-08 21:00:00,7,Clear,Security,United
LU520,AMS,ATL,2025-02-02 23:00:00,2025-02-03 07:00:00,155,Storm,Technical Issue,Lufthansa
LU518,CDG,JFK,2025-03-06 14:00:00,2025-03-06 19:00:00,9,Clear,Air Traffic,Lufthansa
AI932,JFK,LAX,2025-02-07 04:00:00,2025-02-07 13:00:00,19,Clear,Technical Issue,Air France
LU765,ATL,JFK,2025-02-19 04:00:00,2025-02-19 13:00:00,66,Heavy Rain,Crew Issues,Lufthansa
EM269,AMS,ORD,2025-02-19 05:00:00,2025-02-19 11:00:00,4,Clear,Security,Emirates
AM530,DFW,ORD,2025-03-28 05:00:00,2025-03-28 10:00:00,112,Heavy Rain,Weather,American Airlines
EM953,ATL,JFK,2025-01-22 03:00:00,2025-01-22 09:00:00,16,Clear,Technical Issue,Emirates
DE440,DFW,CDG,2025-02-20 02:00:00,2025-02-20 13:00:00,108,Snow,Weather,Delta
EM210,DFW,CDG,2025-03-09 18:00:00,2025-03-09 20:00:00,23,Storm,Crew Issues,Emirates
UN886,LAX,DFW,2025-02-20 16:00:00,2025-02-20 20:00:00,103,Heavy Rain,Weather,United
AM216,DFW,CDG,2025-03-26 07:00:00,2025-03-26 13:00:00,3,Clear,Crew Issues,American Airlines
EM283,LAX,LHR,2025-02-14 14:00:00,2025-02-14 21:00:00,10,Clear,Technical Issue,Emirates
LU847,ATL,SIN,2025-02-15 11:00:00,2025-02-15 18:00:00,18,Clear,Technical Issue,Lufthansa
AM803,ATL,LHR,2025-02-24 03:00:00,2025-02-24 10:00:00,150,Storm,Weather,American Airlines
LU464,DXB,ORD,2025-03-22 18:00:00,2025-03-23 00:00:00,81,Heavy Rain,Technical Issue,Lufthansa
AI422,ORD,SIN,2025-03-13 19:00:00,2025-03-13 21:00:00,95,Storm,Weather,Air France
UN909,DFW,CDG,2025-03-21 17:00:00,2025-03-22 00:00:00,170,Fog,Security,United
AM118,DFW,LAX,2025-02-10 23:00:00,2025-02-11 03:00:00,24,Clear,Air Traffic,American Airlines
LU124,LAX,DXB,2025-01-26 16:00:00,2025-01-27 01:00:00,6,Clear,Weather,Lufthansa
DE775,DFW,JFK,2025-01-15 04:00:00,2025-01-15 13:00:00,127,Heavy Rain,Security,Delta
LU513,ORD,LAX,2025-03-04 07:00:00,2025-03-04 15:00:00,13,Clear,Weather,Lufthansa
UN756,AMS,ORD,2025-03-13 02:00:00,2025-03-13 05:00:00,18,Clear,Technical Issue,United
LU389,LHR,LAX,2025-01-16 05:00:00,2025-01-16 08:00:00,12,Clear,Air Traffic,Lufthansa
EM906,LHR,ORD,2025-01-08 22:00:00,2025-01-09 07:00:00,26,Clear,Weather,Emirates
AI130,JFK,LAX,2025-01-30 20:00:00,2025-01-31 02:00:00,18,Clear,Air Traffic,Air France
UN113,JFK,CDG,2025-01-23 09:00:00,2025-01-23 20:00:00,53,Snow,Weather,United
UN111,LAX,DFW,2025-02-22 23:00:00,2025-02-23 06:00:00,3,Storm,Weather,United
DE340,LHR,LAX,2025-03-23 23:00:00,2025-03-24 02:00:00,104,Fog,Air Traffic,Delta
AI424,SIN,LAX,2025-03-27 05:00:00,2025-03-27 07:00:00,17,Clear,Technical Issue,Air France
LU949,DXB,SIN,2025-03-06 10:00:00,2025-03-06 14:00:00,161,Storm,Weather,Lufthansa
UN927,ORD,ATL,2025-02-18 05:00:00,2025-02-18 14:00:00,164,Heavy Rain,Weather,United
DE635,DXB,CDG,2025-02-24 09:00:00,2025-02-24 17:00:00,10,Clear,Air Traffic,Delta
UN200,JFK,DFW,2025-02-16 08:00:00,2025-02-16 14:00:00,18,Clear,Air Traffic,United
AM335,AMS,CDG,2025-01-28 08:00:00,2025-01-28 12:00:00,17,Clear,Air Traffic,American Airlines
DE428,DXB,LHR,2025-01-13 17:00:00,2025-01-13 23:00:00,30,Snow,Air Traffic,Delta
UN827,AMS,LHR,2025-02-25 21:00:00,2025-02-25 23:00:00,86,Snow,Air Traffic,United
LU587,CDG,LHR,2025-02-05 17:00:00,2025-02-05 21:00:00,11,Clear,Weather,Lufthansa
DE217,AMS,LHR,2025-03-06 03:00:00,2025-03-06 09:00:00,2,Clear,Air Traffic,Delta
UN948,AMS,DFW,2025-02-13 14:00:00,2025-02-13 20:00:00,12,Fog,Weather,United
AM508,ATL,ORD,2025-01-25 02:00:00,2025-01-25 09:00:00,115,Storm,Weather,American Airlines
LU797,ATL,LHR,2025-03-06 19:00:00,2025-03-07 03:00:00,174,Snow,Weather,Lufthansa
EM764,AMS,DFW,2025-02-11 14:00:00,2025-02-12 00:00:00,5,Clear,Technical Issue,Emirates
AM472,JFK,CDG,2025-02-27 06:00:00,2025-02-27 11:00:00,11,Storm,Weather,American Airlines
LU715,ATL,CDG,2025-02-20 08:00:00,2025-02-20 17:00:00,44,Snow,Weather,Lufthansa
LU317,ORD,SIN,2025-01-29 01:00:00,2025-01-29 04:00:00,14,Clear,Weather,Lufthansa
LU377,ATL,DXB,2025-01-09 22:00:00,2025-01-10 04:00:00,177,Storm,Air Traffic,Lufthansa
AM400,DXB,JFK,2025-02-28 11:00:00,2025-02-28 19:00:00,25,Clear,Security,American Airlines
DE148,ORD,AMS,2025-03-13 07:00:00,2025-03-13 12:00:00,27,Clear,Air Traffic,Delta
DE981,ATL,LHR,2025-03-29 21:00:00,2025-03-30 07:00:00,173,Heavy Rain,Weather,Delta
UN114,DFW,ATL,2025-02-21 08:00:00,2025-02-21 17:00:00,17,Clear,Weather,United
AI813,SIN,DFW,2025-02-15 04:00:00,2025-02-15 11:00:00,21,Clear,Air Traffic,Air France
AM962,ORD,LHR,2025-01-08 11:00:00,2025-01-08 13:00:00,10,Clear,Air Traffic,American Airlines
UN545,AMS,SIN,2025-01-16 03:00:00,2025-01-16 07:00:00,23,Clear,Air Traffic,United
UN489,DXB,DFW,2025-03-30 17:00:00,2025-03-30 21:00:00,5,Clear,Air Traffic,United
EM461,ATL,ORD,2025-01-29 01:00:00,2025-01-29 03:00:00,79,Heavy Rain,Crew Issues,Emirates
AI192,CDG,ATL,2025-03-06 10:00:00,2025-03-06 18:00:00,83,Snow,Technical Issue,Air France
AM827,AMS,SIN,2025-02-06 09:00:00,2025-02-06 14:00:00,27,Clear,Weather,American Airlines
DE448,SIN,CDG,2025-03-07 22:00:00,2025-03-08 07:00:00,21,Snow,Technical Issue,Delta
DE704,ORD,DFW,2025-01-09 21:00:00,2025-01-10 06:00:00,33,Heavy Rain,Crew Issues,Delta
AM957,LHR,JFK,2025-03-08 19:00:00,2025-03-09 00:00:00,162,Snow,Weather,American Airlines
UN868,JFK,ORD,2025-02-14 19:00:00,2025-02-15 00:00:00,81,Storm,Air Traffic,United
AI453,SIN,ATL,2025-03-28 09:00:00,2025-03-28 19:00:00,25,Clear,Crew Issues,Air France
AM502,CDG,SIN,2025-03-09 04:00:00,2025-03-09 13:00:00,98,Storm,Weather,American Airlines
LU498,LHR,CDG,2025-03-12 07:00:00,2025-03-12 13:00:00,3,Clear,Security,Lufthansa
DE574,LAX,DFW,2025-01-08 08:00:00,2025-01-08 12:00:00,45,Storm,Weather,Delta
EM263,ATL,ORD,2025-02-06 00:00:00,2025-02-06 04:00:00,26,Clear,Security,Emirates
EM347,LAX,DXB,2025-01-24 09:00:00,2025-01-24 14:00:00,24,Clear,Technical Issue,Emirates
AI456,ATL,CDG,2025-03-10 20:00:00,2025-03-11 06:00:00,24,Clear,Weather,Air France
AM441,DXB,CDG,2025-01-07 06:00:00,2025-01-07 13:00:00,19,Clear,Weather,American Airlines
AI801,ATL,LHR,2025-02-05 14:00:00,2025-02-06 00:00:00,86,Snow,Air Traffic,Air France
LU650,DFW,SIN,2025-01-27 18:00:00,2025-01-28 04:00:00,26,Clear,Crew Issues,Lufthansa
UN301,CDG,AMS,2025-03-26 21:00:00,2025-03-27 03:00:00,15,Clear,Weather,United
LU210,LAX,SIN,2025-03-22 10:00:00,2025-03-22 21:00:00,16,Clear,Air Traffic,Lufthansa
AM297,DXB,DFW,2025-03-06 18:00:00,2025-03-06 23:00:00,126,Heavy Rain,Security,American Airlines
AI439,JFK,CDG,2025-02-08 16:00:00,2025-02-08 19:00:00,72,Snow,Weather,Air France
DE948,ATL,AMS,2025-01-03 16:00:00,2025-01-03 18:00:00,174,Fog,Technical Issue,Delta
AI925,ORD,DFW,2025-02-01 03:00:00,2025-02-01 06:00:00,10,Clear,Security,Air France
DE267,JFK,ORD,2025-03-02 22:00:00,2025-03-03 03:00:00,156,Storm,Security,Delta
AM758,ORD,AMS,2025-03-06 04:00:00,2025-03-06 11:00:00,15,Clear,Security,American Airlines
EM939,SIN,DXB,2025-01-20 03:00:00,2025-01-20 11:00:00,21,Clear,Air Traffic,Emirates
DE111,LHR,DXB,2025-03-08 17:00:00,2025-03-09 01:00:00,71,Heavy Rain,Weather,Delta
AI168,DFW,AMS,2025-01-27 11:00:00,2025-01-27 13:00:00,4,Heavy Rain,Air Traffic,Air France
AM549,AMS,DXB,2025-02-28 00:00:00,2025-02-28 03:00:00,18,Clear,Air Traffic,American Airlines
AM227,LHR,ATL,2025-02-02 12:00:00,2025-02-02 17:00:00,78,Fog,Weather,American Airlines
UN673,AMS,DXB,2025-01-20 23:00:00,2025-01-21 02:00:00,104,Heavy Rain,Crew Issues,United
UN573,SIN,JFK,2025-03-07 05:00:00,2025-03-07 16:00:00,29,Clear,Technical Issue,United
AM307,ATL,SIN,2025-02-18 16:00:00,2025-02-19 00:00:00,9,Clear,Technical Issue,American Airlines
EM594,LAX,DXB,2025-03-15 05:00:00,2025-03-15 12:00:00,22,Clear,Weather,Emirates
UN513,AMS,ATL,2025-02-10 21:00:00,2025-02-11 02:00:00,83,Storm,Weather,United
AI844,DFW,LAX,2025-01-22 02:00:00,2025-01-22 09:00:00,9,Clear,Technical Issue,Air France
AM761,ATL,LAX,2025-01-29 03:00:00,2025-01-29 05:00:00,24,Clear,Weather,American Airlines
DE400,ORD,AMS,2025-01-22 03:00:00,2025-01-22 06:00:00,12,Clear,Technical Issue,Delta
EM145,ATL,CDG,2025-02-18 08:00:00,2025-02-18 13:00:00,137,Heavy Rain,Weather,Emirates
AM855,SIN,AMS,2025-02-17 05:00:00,2025-02-17 07:00:00,26,Clear,Technical Issue,American Airlines
AM347,DFW,SIN,2025-01-28 14:00:00,2025-01-28 19:00:00,8,Clear,Technical Issue,American Airlines
EM250,JFK,SIN,2025-02-10 09:00:00,2025-02-10 12:00:00,167,Fog,Air Traffic,Emirates
AI413,ATL,JFK,2025-03-10 10:00:00,2025-03-10 13:00:00,28,Clear,Technical Issue,Air France
AM418,JFK,ORD,2025-02-17 22:00:00,2025-02-18 09:00:00,126,Heavy Rain,Security,American Airlines
AM593,CDG,ORD,2025-03-15 05:00:00,2025-03-15 07:00:00,26,Clear,Technical Issue,American Airlines
AI648,SIN,JFK,2025-03-14 05:00:00,2025-03-14 15:00:00,27,Clear,Weather,Air France
AI779,DXB,LAX,2025-02-25 20:00:00,2025-02-25 23:00:00,106,Storm,Air Traffic,Air France
UN284,ATL,LAX,2025-02-06 14:00:00,2025-02-06 17:00:00,149,Snow,Air Traffic,United
AM853,ATL,LHR,2025-01-07 10:00:00,2025-01-07 17:00:00,27,Clear,Weather,American Airlines
AM720,DXB,JFK,2025-02-07 20:00:00,2025-02-08 02:00:00,91,Snow,Air Traffic,American Airlines
UN634,ATL,ORD,2025-02-04 03:00:00,2025-02-04 09:00:00,11,Clear,Weather,United
EM647,DXB,DFW,2025-03-02 19:00:00,2025-03-03 04:00:00,54,Snow,Weather,Emirates
AM208,SIN,JFK,2025-02-27 06:00:00,2025-02-27 08:00:00,28,Clear,Weather,American Airlines
AM513,ORD,CDG,2025-01-22 08:00:00,2025-01-22 15:00:00,86,Snow,Security,American Airlines
EM500,DXB,AMS,2025-03-14 14:00:00,2025-03-14 20:00:00,13,Clear,Weather,Emirates
AI388,LHR,DXB,2025-03-26 01:00:00,2025-03-26 07:00:00,17,Fog,Weather,Air France
AM305,JFK,ATL,2025-03-19 09:00:00,2025-03-19 13:00:00,8,Clear,Weather,American Airlines
AM608,LHR,CDG,2025-02-16 21:00:00,2025-02-17 01:00:00,29,Clear,Crew Issues,American Airlines
DE453,DXB,JFK,2025-03-03 00:00:00,2025-03-03 04:00:00,167,Fog,Air Traffic,Delta
UN116,ORD,LHR,2025-01-01 01:00:00,2025-01-01 03:00:00,28,Clear,Weather,United
DE852,LHR,DFW,2025-01-26 16:00:00,2025-01-26 20:00:00,16,Clear,Crew Issues,Delta
DE921,JFK,SIN,2025-01-03 14:00:00,2025-01-03 20:00:00,25,Clear,Weather,Delta
AM729,DXB,CDG,2025-02-25 00:00:00,2025-02-25 10:00:00,168,Heavy Rain,Technical Issue,American Airlines
AM792,DXB,LHR,2025-03-19 18:00:00,2025-03-19 22:00:00,172,Heavy Rain,Technical Issue,American Airlines
DE971,DXB,CDG,2025-01-18 18:00:00,2025-01-18 21:00:00,21,Clear,Technical Issue,Delta
LU320,ATL,DFW,2025-02-26 16:00:00,2025-02-26 19:00:00,12,Clear,Crew Issues,Lufthansa
AI743,SIN,ORD,2025-03-24 02:00:00,2025-03-24 09:00:00,39,Fog,Weather,Air France
DE235,ATL,LAX,2025-03-03 16:00:00,2025-03-04 02:00:00,27,Clear,Weather,Delta
LU640,DXB,DFW,2025-02-14 06:00:00,2025-02-14 17:00:00,98,Snow,Air Traffic,Lufthansa
LU589,LHR,SIN,2025-01-06 16:00:00,2025-01-07 00:00:00,20,Storm,Air Traffic,Lufthansa
AM924,DFW,AMS,2025-03-27 09:00:00,2025-03-27 20:00:00,10,Clear,Weather,American Airlines
UN890,CDG,LAX,2025-03-17 09:00:00,2025-03-17 11:00:00,177,Storm,Weather,United
EM228,LAX,JFK,2025-03-03 05:00:00,2025-03-03 15:00:00,5,Clear,Air Traffic,Emirates
AI439,DFW,ATL,2025-01-07 21:00:00,2025-01-08 08:00:00,131,Fog,Technical Issue,Air France
EM674,SIN,DFW,2025-03-25 11:00:00,2025-03-25 13:00:00,0,Clear,No Delay,Emirates
AI316,AMS,LHR,2025-01-21 02:00:00,2025-01-21 08:00:00,45,Storm,Air Traffic,Air France
AM281,CDG,DXB,2025-01-29 06:00:00,2025-01-29 15:00:00,145,Fog,Security,American Airlines
EM880,AMS,ATL,2025-01-12 10:00:00,2025-01-12 21:00:00,26,Clear,Weather,Emirates
EM902,JFK,ATL,2025-03-16 20:00:00,2025-03-17 00:00:00,29,Clear,Weather,Emirates
AM541,AMS,LHR,2025-01-31 13:00:00,2025-01-31 22:00:00,99,Storm,Weather,American Airlines
EM640,ORD,ATL,2025-03-21 04:00:00,2025-03-21 10:00:00,18,Clear,Technical Issue,Emirates
AM721,ORD,LAX,2025-03-15 10:00:00,2025-03-15 20:00:00,18,Clear,Security,American Airlines
AI212,LAX,CDG,2025-01-28 04:00:00,2025-01-28 10:00:00,11,Heavy Rain,Technical Issue,Air France
AM376,SIN,ATL,2025-02-07 13:00:00,2025-02-07 16:00:00,21,Clear,Weather,American Airlines
LU292,DFW,CDG,2025-02-10 08:00:00,2025-02-10 15:00:00,18,Clear,Air Traffic,Lufthansa
UN211,CDG,AMS,2025-03-27 17:00:00,2025-03-27 19:00:00,141,Snow,Weather,United
UN193,JFK,CDG,2025-02-28 10:00:00,2025-02-28 19:00:00,165,Snow,Technical Issue,United
LU910,LAX,AMS,2025-02-18 05:00:00,2025-02-18 08:00:00,25,Heavy Rain,Air Traffic,Lufthansa
AI929,AMS,ATL,2025-01-08 07:00:00,2025-01-08 18:00:00,19,Clear,Security,Air France
LU904,LHR,DXB,2025-02-17 20:00:00,2025-02-18 04:00:00,8,Clear,Crew Issues,Lufthansa
EM730,SIN,JFK,2025-02-26 07:00:00,2025-02-26 13:00:00,19,Clear,Weather,Emirates
LU669,JFK,LAX,2025-03-05 09:00:00,2025-03-05 13:00:00,97,Storm,Weather,Lufthansa
LU998,LAX,DFW,2025-02-19 05:00:00,2025-02-19 14:00:00,19,Clear,Technical Issue,Lufthansa
AI291,DFW,SIN,2025-02-09 07:00:00,2025-02-09 16:00:00,22,Clear,Air Traffic,Air France
LU200,CDG,DXB,2025-03-01 09:00:00,2025-03-01 17:00:00,3,Clear,Air Traffic,Lufthansa
AI741,SIN,AMS,2025-01-04 17:00:00,2025-01-05 00:00:00,126,Heavy Rain,Weather,Air France
LU545,LHR,DFW,2025-03-05 05:00:00,2025-03-05 16:00:00,151,Storm,Air Traffic,Lufthansa
UN876,LHR,JFK,2025-03-06 22:00:00,2025-03-07 09:00:00,105,Snow,Weather,United
EM948,AMS,SIN,2025-02-17 17:00:00,2025-02-17 21:00:00,144,Heavy Rain,Security,Emirates
LU137,DXB,CDG,2025-01-20 20:00:00,2025-01-20 23:00:00,8,Clear,Technical Issue,Lufthansa
EM976,ORD,CDG,2025-02-17 17:00:00,2025-02-18 01:00:00,88,Fog,Technical Issue,Emirates
LU650,JFK,LAX,2025-01-06 18:00:00,2025-01-07 04:00:00,13,Storm,Air Traffic,Lufthansa
LU742,CDG,SIN,2025-03-18 05:00:00,2025-03-18 12:00:00,52,Heavy Rain,Weather,Lufthansa
AI305,AMS,LAX,2025-03-21 21:00:00,2025-03-22 04:00:00,71,Heavy Rain,Weather,Air France
AI407,ORD,ATL,2025-02-28 11:00:00,2025-02-28 13:00:00,92,Fog,Air Traffic,Air France
EM656,DXB,SIN,2025-01-31 20:00:00,2025-02-01 07:00:00,126,Storm,Weather,Emirates
EM372,SIN,LAX,2025-02-18 19:00:00,2025-02-19 00:00:00,163,Snow,Technical Issue,Emirates
EM328,CDG,DXB,2025-01-23 13:00:00,2025-01-23 22:00:00,25,Clear,Air Traffic,Emirates
AI970,JFK,SIN,2025-03-02 15:00:00,2025-03-02 23:00:00,17,Clear,Technical Issue,Air France
AM727,LAX,ORD,2025-01-13 10:00:00,2025-01-13 16:00:00,111,Snow,Weather,American Airlines
DE407,DXB,ATL,2025-03-15 11:00:00,2025-03-15 17:00:00,19,Clear,Weather,Delta
LU580,DXB,AMS,2025-01-01 11:00:00,2025-01-01 15:00:00,8,Snow,Weather,Lufthansa
AM714,DXB,SIN,2025-01-08 07:00:00,2025-01-08 09:00:00,41,Storm,Weather,American Airlines
UN713,JFK,LAX,2025-02-01 20:00:00,2025-02-02 02:00:00,55,Snow,Weather,United
DE248,DFW,ORD,2025-02-23 07:00:00,2025-02-23 17:00:00,18,Clear,Weather,Delta
AI127,ORD,LAX,2025-03-04 07:00:00,2025-03-04 11:00:00,16,Storm,Air Traffic,Air France
UN368,LAX,LHR,2025-02-06 18:00:00,2025-02-06 23:00:00,176,Fog,Weather,United
AM895,ATL,JFK,2025-03-01 13:00:00,2025-03-01 17:00:00,2,Clear,Weather,American Airlines
LU236,JFK,ORD,2025-02-17 07:00:00,2025-02-17 09:00:00,113,Heavy Rain,Crew Issues,Lufthansa
AI729,CDG,DXB,2025-01-14 12:00:00,2025-01-14 22:00:00,66,Heavy Rain,Weather,Air France
AM382,SIN,DXB,2025-01-26 19:00:00,2025-01-27 04:00:00,66,Storm,Weather,American Airlines
UN951,JFK,ATL,2025-03-17 08:00:00,2025-03-17 14:00:00,14,Clear,Technical Issue,United
AI998,LHR,ATL,2025-03-28 15:00:00,2025-03-28 23:00:00,21,Clear,Weather,Air France
UN349,SIN,DFW,2025-03-30 19:00:00,2025-03-30 21:00:00,115,Snow,Weather,United
LU402,ATL,SIN,2025-01-21 23:00:00,2025-01-22 09:00:00,5,Clear,Crew Issues,Lufthansa
UN237,LHR,ATL,2025-01-18 20:00:00,2025-01-19 00:00:00,150,Storm,Air Traffic,United
AM336,DXB,ATL,2025-03-13 22:00:00,2025-03-14 04:00:00,20,Clear,Technical Issue,American Airlines
LU207,AMS,DFW,2025-03-14 15:00:00,2025-03-14 18:00:00,50,Fog,Air Traffic,Lufthansa
EM795,LHR,DXB,2025-03-04 21:00:00,2025-03-05 08:00:00,102,Snow,Crew Issues,Emirates
DE932,LAX,CDG,2025-01-31 19:00:00,2025-02-01 05:00:00,21,Fog,Weather,Delta
AI786,DXB,AMS,2025-02-11 20:00:00,2025-02-11 22:00:00,2,Clear,Weather,Air France
AM465,JFK,LAX,2025-03-31 12:00:00,2025-03-31 14:00:00,77,Snow,Crew Issues,American Airlines
AI808,CDG,AMS,2025-01-27 12:00:00,2025-01-27 14:00:00,23,Clear,Crew Issues,Air France
AM547,AMS,JFK,2025-01-23 01:00:00,2025-01-23 12:00:00,19,Heavy Rain,Weather,American Airlines
LU986,LAX,ORD,2025-01-04 16:00:00,2025-01-05 02:00:00,12,Fog,Weather,Lufthansa
LU971,ORD,ATL,2025-03-22 02:00:00,2025-03-22 06:00:00,2,Clear,Technical Issue,Lufthansa
UN227,CDG,JFK,2025-03-12 10:00:00,2025-03-12 13:00:00,3,Clear,Technical Issue,United
UN386,DFW,ATL,2025-02-09 15:00:00,2025-02-09 20:00:00,27,Clear,Technical Issue,United
LU470,ORD,LHR,2025-01-08 23:00:00,2025-01-09 09:00:00,1,Clear,Security,Lufthansa
EM522,LHR,SIN,2025-03-21 02:00:00,2025-03-21 13:00:00,17,Clear,Air Traffic,Emirates
AI387,LAX,CDG,2025-03-10 05:00:00,2025-03-10 14:00:00,107,Snow,Weather,Air France
AM546,SIN,LAX,2025-01-15 07:00:00,2025-01-15 18:00:00,5,Storm,Weather,American Airlines
AI390,ORD,JFK,2025-01-04 03:00:00,2025-01-04 05:00:00,132,Fog,Security,Air France
DE415,AMS,JFK,2025-03-25 21:00:00,2025-03-26 05:00:00,26,Clear,Air Traffic,Delta
EM146,LHR,JFK,2025-01-18 16:00:00,2025-01-19 02:00:00,9,Clear,Air Traffic,Emirates
