flight_number,airline,departure_airport,destination,departure_time,status,delay_minutes,delay_reason,weather_condition
FL9815,Turkish Airlines,YYZ,SYD,2025-04-03 14:00:00,Canceled,0,N/A,Storm
FL6087,Turkish Airlines,AMS,SIN,2025-04-03 23:07:00,On Time,0,N/A,Rain
FL4510,Delta,LAX,JFK,2025-04-03 11:54:00,On Time,0,N/A,Storm
FL5936,Qatar Airways,SIN,AMS,2025-04-03 01:49:00,On Time,0,N/A,Storm
FL3657,American Airlines,ATL,YYZ,2025-04-03 15:58:00,Delayed,235,Late Arrival of Aircraft,Storm
FL1973,British Airways,PEK,ORD,2025-04-03 08:10:00,On Time,0,N/A,Rain
FL3714,Air France,LAX,DXB,2025-04-03 21:17:00,Delayed,68,Late Arrival of Aircraft,Storm
FL6676,Singapore Airlines,LAX,AMS,2025-04-03 17:55:00,On Time,0,N/A,Fog
FL8255,Lufthansa,FRA,DXB,2025-04-03 15:21:00,On Time,0,N/A,Windy
FL1694,United,SFO,ORD,2025-04-03 10:51:00,On Time,0,N/A,Clear
FL7073,Emirates,LAX,JFK,2025-04-03 14:13:00,On Time,0,N/A,Windy
FL1985,British Airways,CDG,FRA,2025-04-03 14:34:00,Delayed,192,Weather,Fog
FL7981,Delta,PEK,ATL,2025-04-03 10:18:00,On Time,0,N/A,Fog
FL8950,Lufthansa,LAX,AMS,2025-04-03 14:00:00,On Time,0,N/A,Rain
FL8090,Lufthansa,JFK,SFO,2025-04-03 05:07:00,On Time,0,N/A,Fog
FL5533,United,SIN,ORD,2025-04-03 06:37:00,On Time,0,N/A,Snow
FL4742,British Airways,SFO,ICN,2025-04-03 09:59:00,On Time,0,N/A,Rain
FL7296,American Airlines,SYD,ICN,2025-04-03 19:53:00,On Time,0,N/A,Clear
FL9194,American Airlines,SFO,ATL,2025-04-03 12:42:00,On Time,0,N/A,Rain
FL4465,American Airlines,SFO,AMS,2025-04-03 11:43:00,Delayed,296,Crew Shortage,Snow
FL5564,United,LAX,ATL,2025-04-03 10:18:00,Delayed,145,Air Traffic Congestion,Storm
FL2753,British Airways,YYZ,FRA,2025-04-03 19:35:00,On Time,0,N/A,Windy
FL3592,Singapore Airlines,SFO,FRA,2025-04-03 23:40:00,On Time,0,N/A,Windy
FL2824,United,SYD,CDG,2025-04-03 19:23:00,Delayed,37,Air Traffic Congestion,Rain
FL4540,Singapore Airlines,ICN,FRA,2025-04-03 12:02:00,On Time,0,N/A,Clear
FL5675,Air France,SYD,ORD,2025-04-03 04:29:00,On Time,0,N/A,Rain
FL4094,Emirates,YYZ,CDG,2025-04-03 06:17:00,On Time,0,N/A,Rain
FL9188,Turkish Airlines,YYZ,FRA,2025-04-03 10:01:00,Canceled,0,N/A,Clear
FL8111,Lufthansa,ICN,SIN,2025-04-03 09:19:00,On Time,0,N/A,Windy
FL3426,American Airlines,DXB,SFO,2025-04-03 11:11:00,Delayed,13,Weather,Clear
FL2653,American Airlines,LAX,ICN,2025-04-03 05:52:00,On Time,0,N/A,Storm
FL8396,Singapore Airlines,YYZ,LHR,2025-04-03 02:19:00,On Time,0,N/A,Rain
FL6809,Delta,JFK,SYD,2025-04-03 02:15:00,On Time,0,N/A,Rain
FL6236,Qatar Airways,PEK,LHR,2025-04-03 03:14:00,On Time,0,N/A,Snow
FL7356,United,SYD,LHR,2025-04-03 03:09:00,On Time,0,N/A,Storm
FL7025,Qatar Airways,ICN,YYZ,2025-04-03 14:35:00,On Time,0,N/A,Windy
FL4260,British Airways,AMS,FRA,2025-04-03 04:32:00,On Time,0,N/A,Clear
FL2037,Delta,FRA,HND,2025-04-03 07:55:00,On Time,0,N/A,Rain
FL9800,United,ORD,YYZ,2025-04-03 05:20:00,On Time,0,N/A,Windy
FL2557,United,CDG,AMS,2025-04-03 05:52:00,On Time,0,N/A,Snow
FL1490,British Airways,HND,PEK,2025-04-03 08:56:00,On Time,0,N/A,Rain
FL1419,Lufthansa,LHR,CDG,2025-04-03 01:12:00,On Time,0,N/A,Storm
FL5883,Singapore Airlines,HND,FRA,2025-04-03 05:08:00,Canceled,0,N/A,Rain
FL2484,British Airways,LHR,CDG,2025-04-03 23:14:00,On Time,0,N/A,Snow
FL3308,Delta,PEK,LAX,2025-04-03 14:30:00,On Time,0,N/A,Fog
FL8932,Air France,ICN,SFO,2025-04-03 16:03:00,On Time,0,N/A,Storm
FL3487,Lufthansa,CDG,AMS,2025-04-03 18:37:00,On Time,0,N/A,Fog
FL2449,American Airlines,SFO,FRA,2025-04-03 21:45:00,Delayed,81,Technical Issue,Snow
FL9128,Lufthansa,SIN,ICN,2025-04-03 12:25:00,On Time,0,N/A,Windy
FL6882,American Airlines,CDG,JFK,2025-04-03 21:01:00,Delayed,49,Technical Issue,Windy
FL1863,Singapore Airlines,JFK,LHR,2025-04-03 16:40:00,On Time,0,N/A,Windy
FL1151,Emirates,ORD,JFK,2025-04-03 12:55:00,Delayed,156,Crew Shortage,Snow
FL2241,Qatar Airways,AMS,CDG,2025-04-03 20:14:00,Delayed,245,Security Issue,Storm
FL4219,Turkish Airlines,YYZ,PEK,2025-04-03 14:10:00,On Time,0,N/A,Windy
FL8136,Turkish Airlines,YYZ,ORD,2025-04-03 11:41:00,On Time,0,N/A,Clear
FL4965,Turkish Airlines,DXB,YYZ,2025-04-03 13:39:00,Delayed,186,Crew Shortage,Snow
FL8567,Lufthansa,PEK,SIN,2025-04-03 19:46:00,Delayed,187,Technical Issue,Snow
FL4452,Lufthansa,SIN,ATL,2025-04-03 22:44:00,On Time,0,N/A,Storm
FL1134,Lufthansa,AMS,SFO,2025-04-03 02:24:00,On Time,0,N/A,Storm
FL6754,Air France,AMS,YYZ,2025-04-03 03:35:00,On Time,0,N/A,Windy
FL2412,United,SIN,LHR,2025-04-03 18:50:00,On Time,0,N/A,Snow
FL9673,Turkish Airlines,ATL,ICN,2025-04-03 18:46:00,Delayed,116,Technical Issue,Storm
FL2399,Qatar Airways,CDG,HND,2025-04-03 15:09:00,On Time,0,N/A,Fog
FL1500,American Airlines,LHR,JFK,2025-04-03 14:48:00,On Time,0,N/A,Clear
FL6096,Delta,SIN,CDG,2025-04-03 19:19:00,On Time,0,N/A,Storm
FL3725,Singapore Airlines,LHR,CDG,2025-04-03 17:15:00,On Time,0,N/A,Clear
FL4958,Qatar Airways,SYD,ORD,2025-04-04 03:27:00,On Time,0,N/A,Windy
FL5206,Singapore Airlines,LHR,ICN,2025-04-04 16:52:00,On Time,0,N/A,Clear
FL9087,Qatar Airways,ORD,SYD,2025-04-04 11:03:00,On Time,0,N/A,Snow
FL6101,Emirates,LHR,JFK,2025-04-04 10:25:00,Canceled,0,N/A,Rain
FL7034,Qatar Airways,DXB,FRA,2025-04-04 09:25:00,Delayed,32,Weather,Clear
FL4286,Lufthansa,LHR,PEK,2025-04-04 12:02:00,On Time,0,N/A,Snow
FL3237,Air France,HND,LAX,2025-04-04 09:17:00,On Time,0,N/A,Windy
FL4820,Emirates,SYD,PEK,2025-04-04 03:37:00,On Time,0,N/A,Storm
FL1002,Turkish Airlines,AMS,HND,2025-04-04 18:41:00,Delayed,218,Weather,Snow
FL7244,Delta,PEK,FRA,2025-04-04 16:45:00,Delayed,54,Weather,Fog
FL7792,British Airways,PEK,ORD,2025-04-04 11:02:00,Delayed,276,Air Traffic Congestion,Snow
FL2523,Delta,YYZ,LHR,2025-04-04 06:47:00,Delayed,101,Weather,Storm
FL5502,Delta,SFO,ATL,2025-04-04 13:44:00,On Time,0,N/A,Snow
FL7194,Emirates,ORD,HND,2025-04-04 22:05:00,On Time,0,N/A,Fog
FL1232,Delta,LAX,FRA,2025-04-04 04:20:00,On Time,0,N/A,Storm
FL2224,Emirates,SYD,HND,2025-04-04 17:05:00,On Time,0,N/A,Snow
FL7076,Singapore Airlines,FRA,ATL,2025-04-04 02:12:00,On Time,0,N/A,Rain
FL6584,British Airways,PEK,CDG,2025-04-04 13:55:00,Delayed,127,Technical Issue,Fog
FL2489,United,ORD,LHR,2025-04-04 23:43:00,On Time,0,N/A,Rain
FL1218,Lufthansa,CDG,LAX,2025-04-04 07:44:00,On Time,0,N/A,Rain
FL6844,Singapore Airlines,YYZ,ORD,2025-04-04 12:36:00,Delayed,11,Weather,Windy
FL6456,Lufthansa,JFK,AMS,2025-04-04 02:48:00,On Time,0,N/A,Storm
FL6840,Turkish Airlines,PEK,SYD,2025-04-04 17:05:00,On Time,0,N/A,Snow
FL4170,United,ORD,CDG,2025-04-04 10:12:00,Delayed,295,Technical Issue,Fog
FL7017,Air France,LAX,LHR,2025-04-04 12:30:00,Canceled,0,N/A,Storm
FL7393,American Airlines,ORD,YYZ,2025-04-04 04:32:00,Delayed,207,Security Issue,Snow
FL1266,Singapore Airlines,CDG,DXB,2025-04-04 06:36:00,On Time,0,N/A,Storm
FL6427,Delta,HND,SIN,2025-04-04 07:04:00,On Time,0,N/A,Clear
FL8179,Emirates,CDG,LAX,2025-04-04 21:36:00,On Time,0,N/A,Windy
FL9841,Air France,ATL,DXB,2025-04-04 20:37:00,On Time,0,N/A,Fog
FL3412,British Airways,PEK,YYZ,2025-04-04 13:15:00,Delayed,299,Crew Shortage,Snow
FL7074,Delta,YYZ,LHR,2025-04-04 18:28:00,On Time,0,N/A,Snow
FL1257,Delta,JFK,ORD,2025-04-04 19:27:00,On Time,0,N/A,Snow
FL1229,Lufthansa,SIN,ATL,2025-04-04 00:57:00,On Time,0,N/A,Clear
FL3359,American Airlines,SFO,ATL,2025-04-04 03:08:00,On Time,0,N/A,Fog
FL9004,Emirates,HND,CDG,2025-04-04 14:23:00,On Time,0,N/A,Snow
FL5983,Emirates,ORD,JFK,2025-04-04 10:26:00,On Time,0,N/A,Rain
FL2144,Qatar Airways,LHR,ORD,2025-04-04 17:28:00,On Time,0,N/A,Clear
FL1155,British Airways,SYD,SIN,2025-04-04 20:39:00,On Time,0,N/A,Rain
FL8569,Turkish Airlines,SIN,ATL,2025-04-04 19:11:00,On Time,0,N/A,Storm
FL2809,Singapore Airlines,JFK,HND,2025-04-04 02:46:00,On Time,0,N/A,Snow
FL9497,Qatar Airways,AMS,HND,2025-04-04 08:10:00,On Time,0,N/A,Fog
FL9734,Qatar Airways,FRA,LAX,2025-04-04 16:08:00,On Time,0,N/A,Snow
FL2005,United,ICN,LAX,2025-04-04 16:50:00,Canceled,0,N/A,Fog
FL5983,Lufthansa,ATL,LHR,2025-04-04 20:37:00,On Time,0,N/A,Snow
FL9022,Air France,ATL,FRA,2025-04-04 14:24:00,On Time,0,N/A,Windy
FL3953,United,CDG,SYD,2025-04-04 05:57:00,On Time,0,N/A,Storm
FL1563,Qatar Airways,SIN,PEK,2025-04-04 02:49:00,Delayed,104,Crew Shortage,Storm
FL3206,Turkish Airlines,DXB,HND,2025-04-04 01:58:00,Delayed,17,Air Traffic Congestion,Snow
FL5798,British Airways,ORD,DXB,2025-04-04 08:45:00,Delayed,287,Crew Shortage,Storm
FL6195,British Airways,AMS,ATL,2025-04-04 18:29:00,On Time,0,N/A,Fog
FL4440,American Airlines,JFK,PEK,2025-04-04 08:16:00,On Time,0,N/A,Fog
FL2365,American Airlines,CDG,LAX,2025-04-04 14:57:00,On Time,0,N/A,Storm
FL8287,American Airlines,LAX,YYZ,2025-04-04 15:29:00,On Time,0,N/A,Storm
FL5212,Lufthansa,ORD,SIN,2025-04-04 07:20:00,Delayed,4,Late Arrival of Aircraft,Rain
FL5066,Delta,YYZ,SFO,2025-04-04 12:59:00,Canceled,0,N/A,Fog
FL2192,Singapore Airlines,ATL,CDG,2025-04-04 09:03:00,On Time,0,N/A,Storm
FL2884,Singapore Airlines,SIN,ATL,2025-04-04 16:28:00,On Time,0,N/A,Storm
FL7338,American Airlines,SYD,LHR,2025-04-04 13:56:00,On Time,0,N/A,Rain
FL8085,Emirates,PEK,ATL,2025-04-04 02:31:00,On Time,0,N/A,Clear
FL9181,American Airlines,LHR,DXB,2025-04-04 09:57:00,Delayed,194,Late Arrival of Aircraft,Storm
FL4362,Qatar Airways,AMS,ATL,2025-04-04 07:12:00,Delayed,292,Air Traffic Congestion,Snow
FL5924,British Airways,YYZ,HND,2025-04-04 23:37:00,On Time,0,N/A,Windy
FL1209,Qatar Airways,CDG,LAX,2025-04-04 00:51:00,On Time,0,N/A,Storm
FL4463,Qatar Airways,FRA,ORD,2025-04-04 07:16:00,Delayed,153,Security Issue,Fog
FL6282,Singapore Airlines,PEK,SIN,2025-04-04 17:10:00,On Time,0,N/A,Fog
FL5854,American Airlines,SYD,AMS,2025-04-04 04:56:00,On Time,0,N/A,Snow
FL7602,Lufthansa,SYD,ORD,2025-04-04 20:10:00,On Time,0,N/A,Storm
FL1299,British Airways,AMS,LAX,2025-04-04 02:04:00,On Time,0,N/A,Snow
FL6935,Emirates,YYZ,PEK,2025-04-04 08:37:00,On Time,0,N/A,Windy
FL8251,British Airways,ICN,HND,2025-04-04 15:42:00,Delayed,47,Security Issue,Windy
FL7474,Qatar Airways,CDG,PEK,2025-04-04 17:53:00,On Time,0,N/A,Storm
FL4208,United,HND,JFK,2025-04-04 23:44:00,On Time,0,N/A,Clear
FL6692,Singapore Airlines,SIN,HND,2025-04-04 11:25:00,Delayed,178,Technical Issue,Storm
FL9278,Turkish Airlines,SFO,HND,2025-04-04 01:21:00,On Time,0,N/A,Fog
FL8457,Qatar Airways,ATL,ORD,2025-04-04 07:54:00,On Time,0,N/A,Windy
FL5605,Air France,SIN,SYD,2025-04-04 16:26:00,Delayed,133,Late Arrival of Aircraft,Snow
FL5587,American Airlines,ORD,SYD,2025-04-04 04:19:00,On Time,0,N/A,Windy
FL8067,Delta,AMS,PEK,2025-04-04 18:54:00,Delayed,192,Late Arrival of Aircraft,Fog
FL6387,Singapore Airlines,SIN,DXB,2025-04-04 17:52:00,On Time,0,N/A,Fog
FL1699,Emirates,ATL,CDG,2025-04-04 15:01:00,On Time,0,N/A,Snow
FL6473,Lufthansa,YYZ,LAX,2025-04-04 10:46:00,On Time,0,N/A,Windy
FL7963,United,PEK,JFK,2025-04-04 06:50:00,On Time,0,N/A,Fog
FL3137,Emirates,LAX,YYZ,2025-04-04 18:02:00,On Time,0,N/A,Rain
FL2104,Emirates,JFK,YYZ,2025-04-04 16:41:00,On Time,0,N/A,Snow
FL7435,Delta,LAX,ORD,2025-04-04 17:32:00,On Time,0,N/A,Snow
FL9151,Emirates,SFO,ORD,2025-04-04 00:30:00,On Time,0,N/A,Windy
FL4777,Delta,SFO,AMS,2025-04-04 14:10:00,Delayed,77,Security Issue,Storm
FL6228,Delta,AMS,DXB,2025-04-04 07:24:00,On Time,0,N/A,Windy
FL5226,Emirates,DXB,SIN,2025-04-04 07:21:00,On Time,0,N/A,Windy
FL9720,American Airlines,SIN,PEK,2025-04-04 18:00:00,Delayed,148,Air Traffic Congestion,Storm
FL8096,Air France,PEK,LHR,2025-04-04 03:54:00,On Time,0,N/A,Snow
FL9717,British Airways,ORD,PEK,2025-04-04 14:44:00,On Time,0,N/A,Snow
FL1976,Air France,ICN,AMS,2025-04-04 07:13:00,On Time,0,N/A,Windy
FL3132,Emirates,ICN,JFK,2025-04-04 15:30:00,On Time,0,N/A,Storm
FL7640,Qatar Airways,SFO,CDG,2025-04-04 16:36:00,Delayed,43,Technical Issue,Snow
FL2067,United,LHR,SIN,2025-04-04 17:30:00,On Time,0,N/A,Windy
FL8957,Delta,SFO,SYD,2025-04-04 19:45:00,Delayed,240,Crew Shortage,Snow
FL8741,Turkish Airlines,FRA,SYD,2025-04-04 22:21:00,On Time,0,N/A,Snow
FL7718,United,JFK,AMS,2025-04-04 11:34:00,On Time,0,N/A,Clear
FL3936,Emirates,SYD,LAX,2025-04-04 20:28:00,On Time,0,N/A,Clear
FL7827,Air France,CDG,ORD,2025-04-04 21:24:00,On Time,0,N/A,Storm
FL6510,Emirates,SYD,FRA,2025-04-04 02:22:00,Delayed,207,Technical Issue,Fog
FL4914,Delta,SYD,CDG,2025-04-04 09:55:00,On Time,0,N/A,Storm
FL7618,United,ATL,ORD,2025-04-04 21:42:00,On Time,0,N/A,Rain
FL6079,Singapore Airlines,LHR,LAX,2025-04-04 08:12:00,On Time,0,N/A,Windy
FL9505,Delta,HND,LHR,2025-04-04 00:14:00,Delayed,292,Security Issue,Fog
FL1007,Emirates,LAX,DXB,2025-04-04 04:32:00,Delayed,85,Crew Shortage,Fog
FL2220,Lufthansa,LAX,DXB,2025-04-04 18:20:00,On Time,0,N/A,Windy
FL3883,Turkish Airlines,ATL,YYZ,2025-04-04 11:38:00,On Time,0,N/A,Clear
FL5912,Turkish Airlines,FRA,CDG,2025-04-04 13:41:00,On Time,0,N/A,Windy
FL5916,Turkish Airlines,ORD,FRA,2025-04-04 02:26:00,On Time,0,N/A,Rain
FL8572,British Airways,SIN,SYD,2025-04-04 08:53:00,Delayed,105,Weather,Fog
FL2338,Emirates,LHR,AMS,2025-04-04 11:08:00,Delayed,68,Air Traffic Congestion,Fog
FL2804,Lufthansa,LAX,SYD,2025-04-04 20:08:00,Delayed,250,Security Issue,Snow
FL5388,British Airways,LAX,SFO,2025-04-04 04:01:00,On Time,0,N/A,Storm
FL6817,Delta,FRA,PEK,2025-04-04 06:09:00,Delayed,120,Crew Shortage,Fog
FL5868,Lufthansa,ATL,YYZ,2025-04-04 17:25:00,On Time,0,N/A,Windy
FL3870,Turkish Airlines,CDG,JFK,2025-04-04 23:07:00,On Time,0,N/A,Rain
FL3348,Lufthansa,SIN,DXB,2025-04-04 10:04:00,On Time,0,N/A,Storm
FL3094,Turkish Airlines,DXB,SIN,2025-04-05 12:41:00,On Time,0,N/A,Windy
FL2256,Singapore Airlines,SIN,PEK,2025-04-05 23:33:00,On Time,0,N/A,Fog
FL5167,Delta,CDG,LAX,2025-04-05 07:08:00,Delayed,2,Crew Shortage,Storm
FL2458,American Airlines,SFO,LHR,2025-04-05 15:25:00,On Time,0,N/A,Snow
FL4291,Lufthansa,SYD,PEK,2025-04-05 14:42:00,On Time,0,N/A,Fog
FL9060,Delta,ORD,FRA,2025-04-05 00:11:00,Delayed,139,Weather,Fog
FL8930,Qatar Airways,SFO,SIN,2025-04-05 15:50:00,On Time,0,N/A,Snow
FL7608,Lufthansa,YYZ,PEK,2025-04-05 03:40:00,On Time,0,N/A,Fog
FL6486,Qatar Airways,DXB,SYD,2025-04-05 02:01:00,Delayed,60,Late Arrival of Aircraft,Snow
FL4636,Delta,ORD,DXB,2025-04-05 18:53:00,On Time,0,N/A,Rain
FL6236,United,HND,YYZ,2025-04-05 16:02:00,Delayed,110,Late Arrival of Aircraft,Snow
FL9373,United,DXB,ORD,2025-04-05 02:48:00,On Time,0,N/A,Windy
FL6025,Singapore Airlines,ICN,SIN,2025-04-05 16:19:00,Delayed,50,Air Traffic Congestion,Storm
FL8017,Qatar Airways,DXB,FRA,2025-04-05 18:49:00,On Time,0,N/A,Snow
FL6891,British Airways,LHR,SIN,2025-04-05 14:51:00,On Time,0,N/A,Windy
FL1429,Singapore Airlines,LHR,FRA,2025-04-05 21:25:00,Delayed,176,Weather,Storm
FL2285,American Airlines,SFO,CDG,2025-04-05 06:12:00,On Time,0,N/A,Snow
FL7265,Qatar Airways,FRA,PEK,2025-04-05 13:10:00,On Time,0,N/A,Clear
FL2138,United,DXB,CDG,2025-04-05 16:50:00,Delayed,141,Security Issue,Fog
FL9065,Emirates,HND,PEK,2025-04-05 08:12:00,On Time,0,N/A,Clear
FL8674,Air France,JFK,YYZ,2025-04-05 09:25:00,Delayed,289,Weather,Storm
FL9634,Qatar Airways,PEK,DXB,2025-04-05 23:48:00,On Time,0,N/A,Storm
FL7860,British Airways,AMS,ORD,2025-04-05 17:35:00,Delayed,6,Air Traffic Congestion,Rain
FL8457,Emirates,HND,PEK,2025-04-05 16:01:00,On Time,0,N/A,Snow
FL1609,American Airlines,LHR,YYZ,2025-04-05 14:55:00,On Time,0,N/A,Clear
FL5431,United,SFO,ATL,2025-04-05 12:36:00,On Time,0,N/A,Snow
FL9621,Qatar Airways,JFK,DXB,2025-04-05 13:40:00,On Time,0,N/A,Windy
FL7790,Delta,ATL,FRA,2025-04-05 05:31:00,On Time,0,N/A,Fog
FL1134,British Airways,ATL,FRA,2025-04-05 20:15:00,On Time,0,N/A,Windy
FL5865,Delta,PEK,YYZ,2025-04-05 20:21:00,On Time,0,N/A,Snow
FL8536,Singapore Airlines,SIN,LAX,2025-04-05 18:08:00,On Time,0,N/A,Fog
FL9793,Qatar Airways,ORD,LAX,2025-04-05 03:01:00,On Time,0,N/A,Snow
FL7681,British Airways,FRA,CDG,2025-04-05 12:10:00,On Time,0,N/A,Rain
FL2858,British Airways,FRA,PEK,2025-04-05 03:15:00,On Time,0,N/A,Storm
FL2332,Singapore Airlines,FRA,SIN,2025-04-05 01:15:00,On Time,0,N/A,Windy
FL4259,Singapore Airlines,FRA,ORD,2025-04-05 23:12:00,On Time,0,N/A,Rain
FL8714,Singapore Airlines,SYD,DXB,2025-04-05 11:27:00,Delayed,276,Air Traffic Congestion,Snow
FL5077,Air France,ICN,SYD,2025-04-05 10:39:00,Delayed,222,Technical Issue,Snow
FL3038,Emirates,DXB,ICN,2025-04-05 21:23:00,Delayed,138,Weather,Snow
FL8385,Emirates,FRA,DXB,2025-04-05 15:16:00,On Time,0,N/A,Snow
FL6175,Delta,FRA,CDG,2025-04-05 08:42:00,Canceled,0,N/A,Storm
FL2701,Emirates,SFO,LAX,2025-04-05 11:32:00,On Time,0,N/A,Clear
FL6549,Delta,ORD,LAX,2025-04-05 11:46:00,On Time,0,N/A,Fog
FL8850,Emirates,SYD,DXB,2025-04-05 23:19:00,Delayed,66,Crew Shortage,Fog
FL2899,Turkish Airlines,LAX,CDG,2025-04-05 17:39:00,Canceled,0,N/A,Clear
FL8954,Turkish Airlines,JFK,FRA,2025-04-05 11:44:00,On Time,0,N/A,Fog
FL7659,Lufthansa,SFO,FRA,2025-04-05 20:30:00,On Time,0,N/A,Snow
FL4567,Emirates,HND,ICN,2025-04-05 14:29:00,On Time,0,N/A,Storm
FL4385,United,YYZ,AMS,2025-04-05 18:20:00,Delayed,21,Crew Shortage,Windy
FL6733,British Airways,AMS,CDG,2025-04-05 17:43:00,On Time,0,N/A,Fog
FL5937,Singapore Airlines,ORD,SFO,2025-04-05 06:18:00,On Time,0,N/A,Rain
FL9344,Delta,AMS,SYD,2025-04-05 08:20:00,On Time,0,N/A,Fog
FL8340,United,SYD,FRA,2025-04-05 09:59:00,Delayed,27,Security Issue,Clear
FL7464,British Airways,LAX,SYD,2025-04-05 00:54:00,Delayed,2,Technical Issue,Storm
FL1324,Lufthansa,ATL,JFK,2025-04-05 06:27:00,On Time,0,N/A,Clear
FL4263,United,PEK,LHR,2025-04-05 06:52:00,On Time,0,N/A,Windy
FL7595,Lufthansa,SFO,YYZ,2025-04-05 05:37:00,On Time,0,N/A,Snow
FL5057,United,SYD,JFK,2025-04-05 21:25:00,On Time,0,N/A,Storm
FL2899,Singapore Airlines,FRA,ICN,2025-04-05 18:50:00,Delayed,164,Technical Issue,Snow
FL7144,Delta,ICN,LHR,2025-04-05 08:31:00,On Time,0,N/A,Rain
FL9253,Emirates,YYZ,SYD,2025-04-05 12:17:00,On Time,0,N/A,Fog
FL9680,Lufthansa,SIN,CDG,2025-04-05 23:43:00,On Time,0,N/A,Fog
FL9231,Emirates,PEK,YYZ,2025-04-05 01:08:00,On Time,0,N/A,Storm
FL5157,Turkish Airlines,PEK,SFO,2025-04-05 09:53:00,On Time,0,N/A,Storm
FL2056,Emirates,ORD,SIN,2025-04-05 13:23:00,On Time,0,N/A,Clear
FL4185,United,SFO,LHR,2025-04-05 07:33:00,Delayed,217,Late Arrival of Aircraft,Storm
FL5255,Singapore Airlines,ORD,SIN,2025-04-05 03:00:00,Delayed,211,Crew Shortage,Fog
FL6851,Qatar Airways,ICN,YYZ,2025-04-05 01:15:00,On Time,0,N/A,Rain
FL8774,Qatar Airways,LAX,CDG,2025-04-05 03:51:00,On Time,0,N/A,Fog
FL5354,Singapore Airlines,HND,JFK,2025-04-05 07:45:00,On Time,0,N/A,Windy
FL3183,Air France,HND,PEK,2025-04-05 12:38:00,Delayed,28,Security Issue,Clear
FL7113,Singapore Airlines,HND,CDG,2025-04-05 22:32:00,On Time,0,N/A,Snow
FL2498,Qatar Airways,YYZ,FRA,2025-04-05 00:40:00,On Time,0,N/A,Windy
FL2324,Turkish Airlines,FRA,ORD,2025-04-05 23:37:00,Delayed,168,Weather,Fog
FL7093,Emirates,SYD,DXB,2025-04-05 15:32:00,Delayed,85,Technical Issue,Fog
FL8070,Qatar Airways,LHR,HND,2025-04-05 20:48:00,On Time,0,N/A,Windy
FL2676,United,HND,SFO,2025-04-05 08:43:00,On Time,0,N/A,Fog
FL8290,Delta,CDG,YYZ,2025-04-05 20:41:00,On Time,0,N/A,Clear
FL6360,Turkish Airlines,PEK,ATL,2025-04-05 01:12:00,On Time,0,N/A,Fog
FL9472,Turkish Airlines,ORD,FRA,2025-04-05 07:05:00,On Time,0,N/A,Clear
FL9518,Lufthansa,ICN,YYZ,2025-04-05 17:20:00,On Time,0,N/A,Fog
FL8020,Emirates,AMS,LHR,2025-04-05 09:42:00,On Time,0,N/A,Clear
FL3574,United,PEK,HND,2025-04-05 04:23:00,On Time,0,N/A,Clear
FL7500,Air France,SFO,DXB,2025-04-05 00:25:00,On Time,0,N/A,Rain
FL4378,American Airlines,LHR,SFO,2025-04-05 09:08:00,On Time,0,N/A,Fog
FL6721,Turkish Airlines,FRA,ORD,2025-04-05 11:01:00,Canceled,0,N/A,Clear
FL3688,American Airlines,LHR,JFK,2025-04-05 05:29:00,Delayed,122,Security Issue,Fog
FL7070,Delta,PEK,ICN,2025-04-05 06:07:00,On Time,0,N/A,Storm
FL5643,Turkish Airlines,ATL,ICN,2025-04-05 01:44:00,Delayed,172,Air Traffic Congestion,Snow
FL7676,Turkish Airlines,SIN,PEK,2025-04-05 07:25:00,On Time,0,N/A,Clear
FL1543,Emirates,FRA,JFK,2025-04-05 20:17:00,On Time,0,N/A,Rain
FL5646,Qatar Airways,ORD,DXB,2025-04-05 04:06:00,On Time,0,N/A,Rain
FL9197,American Airlines,AMS,JFK,2025-04-05 06:07:00,Delayed,19,Crew Shortage,Rain
FL2819,Delta,YYZ,DXB,2025-04-05 00:35:00,Delayed,175,Security Issue,Storm
FL8908,Singapore Airlines,CDG,SIN,2025-04-05 02:02:00,On Time,0,N/A,Snow
FL8093,Delta,SIN,PEK,2025-04-05 01:19:00,On Time,0,N/A,Windy
FL4741,Air France,CDG,SFO,2025-04-05 23:57:00,Delayed,288,Technical Issue,Fog
FL1203,Qatar Airways,LHR,HND,2025-04-05 13:54:00,Delayed,43,Security Issue,Clear
FL8132,Emirates,JFK,ORD,2025-04-05 03:17:00,On Time,0,N/A,Clear
FL5497,American Airlines,AMS,YYZ,2025-04-05 21:49:00,Delayed,258,Weather,Snow
FL9802,Lufthansa,DXB,LAX,2025-04-05 23:05:00,On Time,0,N/A,Fog
FL4340,Qatar Airways,ATL,LHR,2025-04-05 07:26:00,Delayed,273,Weather,Storm
FL1316,Singapore Airlines,FRA,CDG,2025-04-05 21:01:00,On Time,0,N/A,Rain
FL8670,American Airlines,SFO,FRA,2025-04-05 06:47:00,On Time,0,N/A,Rain
FL8182,Qatar Airways,DXB,SFO,2025-04-05 22:00:00,On Time,0,N/A,Fog
FL4722,Delta,SIN,SFO,2025-04-05 16:41:00,Canceled,0,N/A,Snow
FL9156,British Airways,SIN,JFK,2025-04-05 01:18:00,On Time,0,N/A,Clear
FL2821,Air France,SYD,ORD,2025-04-05 18:04:00,On Time,0,N/A,Storm
FL2412,Qatar Airways,DXB,LAX,2025-04-05 05:10:00,On Time,0,N/A,Clear
